datetime,actual_power,baseline_power,z_score,deviation_pct,severity,explanation,recommendation,potential_saving_kwh,potential_cost_saving
2007-01-04 00:00:00,3.37506666666667,0.7042041666666664,6.047457665095387,379.2738848227024,High,Consumption is 379.3% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Reduce non-essential loads and shift flexible equipment usage.,0.8012587500000011,6.410070000000009
2007-01-04 01:00:00,2.89673333333333,0.797938888888889,3.0034159854763947,263.0269653064488,Moderate,Consumption is 263.0% above the recent 24-hour baseline.,Review active loads and consider shifting flexible electricity usage.,0.6296383333333323,5.037106666666658
2007-01-07 13:00:00,3.33193333333333,0.7809638888888882,5.123287177346395,326.64371307536624,Moderate,Consumption is 326.6% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.7652908333333326,6.122326666666661
2007-01-07 15:00:00,3.77076666666667,0.8757569444444436,3.8523240971678647,330.572282707817,Moderate,Consumption is 330.6% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.8685029166666679,6.948023333333343
2007-01-07 18:00:00,5.21153333333333,1.1060624999999995,3.991348439849882,371.17891921417936,Moderate,Consumption is 371.2% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,1.2316412499999991,9.853129999999993
2007-01-20 13:00:00,4.25103333333333,1.4221833333333327,4.341650982547202,198.90895454172565,Moderate,Consumption is 198.9% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.8486549999999992,6.789239999999993
2007-01-20 18:00:00,4.31236666666667,1.8416374999999992,3.1543582907274956,134.15936451482293,Moderate,Consumption is 134.2% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.7412187500000013,5.92975000000001
2007-01-20 19:00:00,5.34303333333333,1.9906999999999992,3.742206965620483,168.39972538972881,Moderate,Consumption is 168.4% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,1.0056999999999992,8.045599999999993
2007-01-21 19:00:00,5.33043333333333,2.0955097222222214,3.0859188964553255,154.37406836178144,Moderate,Consumption is 154.4% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.9704770833333325,7.76381666666666
2007-01-21 20:00:00,6.07656666666667,2.0949847222222213,3.804337786536924,190.0530300870667,Moderate,Consumption is 190.1% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,1.1944745833333346,9.555796666666676
2007-01-28 12:00:00,4.19583333333333,1.8366805555555556,3.6056969528096925,128.44654834733535,Moderate,Consumption is 128.4% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.7077458333333323,5.661966666666658
2007-02-02 23:00:00,3.4555,1.0716055555555555,3.3433448897242055,222.46006770733428,Moderate,Consumption is 222.5% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.7151683333333333,5.721346666666666
2007-02-03 18:00:00,5.02113333333333,2.289475,3.2662195936884713,119.31374368941918,Moderate,Consumption is 119.3% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.8194974999999989,6.555979999999991
2007-02-03 19:00:00,5.81466666666667,2.403309722222222,3.3938058850068495,141.94412450885164,Moderate,Consumption is 141.9% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,1.0234070833333344,8.187256666666675
2007-02-06 21:00:00,2.77906666666667,0.8775486111111109,3.403868702651886,216.68521053756166,Moderate,Consumption is 216.7% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.5704554166666677,4.563643333333341
2007-02-09 22:00:00,3.83576666666667,1.0570652777777776,3.8739658936701433,262.86942228680863,Moderate,Consumption is 262.9% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.8336104166666677,6.6688833333333415
2007-02-10 19:00:00,4.71146666666667,1.6094236111111115,3.0457690410463196,192.7424845851475,Moderate,Consumption is 192.7% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.9306129166666675,7.44490333333334
2007-02-13 21:00:00,3.5453,0.9231763888888885,3.78157319405021,284.03278535611514,Moderate,Consumption is 284.0% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.7866370833333335,6.293096666666668
2007-02-15 19:00:00,4.1108,1.1576555555555557,3.575379911533268,255.09698720594307,Moderate,Consumption is 255.1% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.8859433333333334,7.087546666666667
2007-02-17 22:00:00,3.84826666666667,1.278169444444444,3.030225994338003,201.07640918761894,Moderate,Consumption is 201.1% above the recent 24-hour baseline. The event occurred during a weekend.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.7710291666666678,6.168233333333342
2007-02-22 21:00:00,6.36386666666667,2.120634722222222,3.7619024306320132,200.09254304758093,Moderate,Consumption is 200.1% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,1.2729695833333343,10.183756666666675
2007-02-25 14:00:00,1.2028,0.33503055555555555,6.14329028266494,259.01203041181986,High,Consumption is 259.0% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Reduce non-essential loads and shift flexible equipment usage.,0.26033083333333334,2.0826466666666668
2007-02-27 09:00:00,1.11213333333333,0.35687222222222226,3.9756673034744128,211.63348226100126,Moderate,Consumption is 211.6% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.22657833333333233,1.8126266666666586
2007-02-27 20:00:00,1.2159,0.35932916666666653,4.00236534570936,238.38054708426597,Moderate,Consumption is 238.4% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.25697125000000004,2.0557700000000003
2007-02-28 07:00:00,1.2055,0.3643083333333332,3.3882225610835697,230.90102248553208,Moderate,Consumption is 230.9% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.2523575,2.01886
2007-02-28 18:00:00,1.25003333333333,0.3617916666666667,3.3830150609560086,245.51191984337115,Moderate,Consumption is 245.5% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.26647249999999895,2.1317799999999916
2007-03-01 05:00:00,1.169,0.36156527777777764,3.0138046318203364,223.31644431810776,Moderate,Consumption is 223.3% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.24223041666666673,1.9378433333333338
2007-03-01 16:00:00,1.24373333333333,0.35964305555555537,3.3601768653038038,245.8243706143816,Moderate,Consumption is 245.8% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.2652270833333324,2.121816666666659
2007-03-03 19:00:00,1.53856666666667,0.3708777777777778,6.0823178361076025,314.84466281194847,High,Consumption is 314.8% above the recent 24-hour baseline. The event occurred during a weekend.,Reduce non-essential loads and shift flexible equipment usage. Consider shifting flexible loads away from evening peak hours.,0.3503066666666676,2.802453333333341
2007-03-03 20:00:00,1.81356666666667,0.4242916666666668,4.5655739667123685,327.4339585583823,Moderate,Consumption is 327.4% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.416782500000001,3.334260000000008
2007-03-04 16:00:00,3.3447,0.6364430555555559,4.933339016186895,425.5301272916531,Moderate,Consumption is 425.5% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.8124770833333331,6.499816666666665
2007-03-04 17:00:00,4.08716666666667,0.7626458333333336,4.294881809107993,435.9193596853064,Moderate,Consumption is 435.9% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.9973562500000009,7.9788500000000075
2007-03-04 18:00:00,4.10613333333333,0.9213597222222227,3.1181005143599516,345.6601731438583,Moderate,Consumption is 345.7% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.9554320833333321,7.643456666666657
2007-03-04 19:00:00,5.43213333333333,1.0769958333333336,3.6220425641372396,404.3783053942482,Moderate,Consumption is 404.4% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,1.3065412499999989,10.452329999999991
2007-03-07 19:00:00,4.85256666666667,1.286301388888889,4.594921877689504,277.2495861843336,Moderate,Consumption is 277.2% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,1.069879583333334,8.559036666666673
2007-03-10 10:00:00,3.11226666666667,0.8042444444444445,4.014741974495003,286.98018844464127,Moderate,Consumption is 287.0% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.6924066666666676,5.539253333333341
2007-03-11 19:00:00,4.6315,2.4381750000000006,3.2039304622444753,89.95765275257102,Moderate,Consumption is 90.0% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.6579974999999998,5.263979999999998
2007-03-14 19:00:00,3.70646666666667,1.121129166666667,3.2471617140949505,230.60121677921464,Moderate,Consumption is 230.6% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.7756012500000009,6.204810000000007
2007-03-17 20:00:00,4.12983333333333,1.2978250000000011,3.919196140802344,218.21188013278575,Moderate,Consumption is 218.2% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.8496024999999987,6.79681999999999
2007-03-19 20:00:00,4.10206666666667,1.3779388888888888,3.1083664005939284,197.69583395490068,Moderate,Consumption is 197.7% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.8172383333333343,6.537906666666674
2007-03-20 21:00:00,5.2927,1.3259763888888887,3.7621277261006902,299.1549204307518,Moderate,Consumption is 299.2% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,1.1900170833333332,9.520136666666666
2007-03-24 19:00:00,5.01586666666667,1.5361541666666667,3.6476331208777464,226.5210468784331,Moderate,Consumption is 226.5% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,1.0439137500000009,8.351310000000007
2007-03-27 20:00:00,2.87466666666667,0.699822222222222,3.8577081337440786,310.7709894576406,Moderate,Consumption is 310.8% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.6524533333333343,5.219626666666675
2007-03-27 21:00:00,2.90333333333333,0.729361111111111,3.3185920041267534,298.0652778306734,Moderate,Consumption is 298.1% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.6521916666666657,5.217533333333326
2007-03-31 10:00:00,5.16106666666667,1.4124736111111107,4.23025342846092,265.392077138118,Moderate,Consumption is 265.4% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,1.1245779166666678,8.996623333333343
2007-04-03 19:00:00,4.56563333333333,1.1618125,3.1845381458747055,292.9750569333116,Moderate,Consumption is 293.0% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,1.021146249999999,8.169169999999992
2007-04-05 21:00:00,4.75263333333333,1.2267083333333333,3.0194041565882737,287.42977480384474,Moderate,Consumption is 287.4% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,1.057777499999999,8.462219999999991
2007-04-07 21:00:00,3.29703333333333,0.9128263888888891,3.096569226801863,261.1895288595399,Moderate,Consumption is 261.2% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.7152620833333323,5.722096666666658
2007-04-09 15:00:00,1.18196666666667,0.3702527777777777,4.097422206640707,219.23235627311763,Moderate,Consumption is 219.2% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.24351416666666764,1.9481133333333411
2007-04-09 17:00:00,1.43626666666667,0.4244277777777777,3.528688740353412,238.4007225414619,Moderate,Consumption is 238.4% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.30355166666666766,2.4284133333333413
2007-04-09 19:00:00,2.41473333333333,0.49953333333333344,5.239202513861847,383.39783798211585,Moderate,Consumption is 383.4% above the recent 24-hour baseline.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.574559999999999,4.596479999999992
2007-04-10 23:00:00,1.8182,0.4768805555555556,4.475490722139197,281.2694769829389,Moderate,Consumption is 281.3% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.40239583333333334,3.2191666666666667
2007-04-12 21:00:00,1.01553333333333,0.36150416666666674,3.5517226778273887,180.91884602528688,Moderate,Consumption is 180.9% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.196208749999999,1.569669999999992
2007-04-13 22:00:00,1.06216666666667,0.35990972222222223,4.703118666586307,195.1203040886034,Moderate,Consumption is 195.1% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.21067708333333432,1.6854166666666746
2007-04-14 10:00:00,0.944466666666667,0.3625708333333335,3.163967328844578,160.49162807267544,Moderate,Consumption is 160.5% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.17456875000000005,1.3965500000000004
2007-04-14 23:00:00,1.15523333333333,0.3503166666666668,5.371853002758778,229.768304867024,Moderate,Consumption is 229.8% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.24147499999999894,1.9317999999999915
2007-04-15 15:00:00,1.68906666666667,0.3977902777777776,5.824177702185133,324.6123550586759,Moderate,Consumption is 324.6% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.38738291666666774,3.099063333333342
2007-04-15 22:00:00,1.78783333333333,0.4650194444444444,3.7150892992536515,284.4642099792714,Moderate,Consumption is 284.5% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.39684416666666567,3.1747533333333253
2007-04-16 21:00:00,2.90346666666667,0.5453624999999999,5.145622910204644,432.3920633829188,Moderate,Consumption is 432.4% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.7074312500000011,5.6594500000000085
2007-04-20 21:00:00,2.88426666666667,0.4490291666666664,6.450316842146394,542.333924114062,High,Consumption is 542.3% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Reduce non-essential loads and shift flexible equipment usage. Consider shifting flexible loads away from evening peak hours.,0.730571250000001,5.844570000000008
2007-04-25 22:00:00,2.80053333333333,0.8014624999999999,3.007625368605344,249.42786884393598,Moderate,Consumption is 249.4% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.599721249999999,4.797769999999992
2007-04-27 21:00:00,3.10333333333333,0.6271305555555556,5.454470098288031,394.8464567452279,Moderate,Consumption is 394.8% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.7428608333333323,5.942886666666658
2007-05-01 21:00:00,3.45216666666667,1.0256347222222217,3.249863398548084,236.58831861570863,Moderate,Consumption is 236.6% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.7279595833333344,5.8236766666666755
2007-05-04 20:00:00,3.15606666666667,0.635165277777778,4.145611101626068,396.8890424408349,Moderate,Consumption is 396.9% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.7562704166666676,6.050163333333341
2007-05-05 14:00:00,3.23503333333333,0.8010500000000005,3.152489001275227,303.8491147036175,Moderate,Consumption is 303.8% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.7301949999999988,5.8415599999999905
2007-05-08 12:00:00,4.71913333333333,0.9235875000000004,6.232961148109475,410.95682145257786,High,Consumption is 411.0% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Reduce non-essential loads and shift flexible equipment usage.,1.1386637499999988,9.10930999999999
2007-05-11 21:00:00,2.17513333333333,0.6047291666666667,3.390297338828671,259.68718779067717,Moderate,Consumption is 259.7% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.47112124999999905,3.7689699999999924
2007-05-12 14:00:00,2.61086666666667,0.7201180555555556,3.6497132171463003,262.5609226882171,Moderate,Consumption is 262.6% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.5672245833333344,4.537796666666675
2007-05-14 18:00:00,2.8374,0.7684097222222223,3.498199303305527,269.2561296328095,Moderate,Consumption is 269.3% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.6206970833333334,4.965576666666667
2007-05-14 21:00:00,3.56123333333333,0.8556138888888883,3.6139042814036677,316.2196733339609,Moderate,Consumption is 316.2% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.8116858333333324,6.4934866666666595
2007-05-16 08:00:00,2.18136666666667,0.6691736111111108,3.4859177205658267,225.9791824493318,Moderate,Consumption is 226.0% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.4536579166666677,3.6292633333333417
2007-05-16 12:00:00,2.8142,0.7718847222222222,3.440013455913945,264.588120347562,Moderate,Consumption is 264.6% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.6126945833333334,4.901556666666667
2007-05-18 20:00:00,3.98566666666667,1.0036569444444448,4.822591258237479,297.11444121704955,Moderate,Consumption is 297.1% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.8946029166666676,7.156823333333341
2007-05-20 18:00:00,2.4479,0.8663777777777772,3.1349475112435514,182.54418139379814,Moderate,Consumption is 182.5% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.47445666666666686,3.795653333333335
2007-05-20 19:00:00,3.15956666666667,0.9026277777777773,3.871375366095977,250.04092987758025,Moderate,Consumption is 250.0% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.6770816666666679,5.416653333333343
2007-05-20 21:00:00,4.09726666666667,1.0843027777777774,3.6595929729007444,277.87108459353084,Moderate,Consumption is 277.9% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.9038891666666676,7.231113333333341
2007-05-22 20:00:00,2.8976,0.7449069444444444,3.9789419079579296,288.9881845793565,Moderate,Consumption is 289.0% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.6458079166666667,5.166463333333334
2007-05-25 20:00:00,3.57326666666667,0.993248611111111,3.0705155856626662,259.7555160605145,Moderate,Consumption is 259.8% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,0.7740054166666678,6.192043333333342
2007-05-25 21:00:00,4.47473333333333,1.0763791666666667,3.44454936200501,315.72091618892017,Moderate,Consumption is 315.7% above the recent 24-hour baseline. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage. Consider shifting flexible loads away from evening peak hours.,1.0195062499999992,8.156049999999993
2007-05-27 14:00:00,3.85683333333333,1.0322625,4.357369370306256,273.6291237290253,Moderate,Consumption is 273.6% above the recent 24-hour baseline. The event occurred during a weekend. High sub-metering activity indicates significant appliance/load usage.,Review active loads and consider shifting flexible electricity usage.,0.8473712499999989,6.778969999999991
