datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,hour,day_of_week,is_weekend,date,previous_hour_power,previous_day_power,rolling_mean,rolling_std,z_score,anomaly,deviation_percent,explanation,severity
2007-01-01 20:00:00,0.4123,0.071133333333333,237.826833333333,1.71666666666667,0.0,0.116666666666667,0.0,20,0,0,2007-01-01,0.7323,2.42493333333333,2.278574999999999,0.5824925783151819,-3.2039464011680048,True,-81.9053575151136,High consumption anomaly detected at 2007-01-01 20:00. sub-metering activity was 0.12.,Moderate
2007-01-02 17:00:00,2.1362,0.2619,238.177666666667,9.12,0.0,0.066666666666667,8.41666666666667,17,1,0,2007-01-02,1.45906666666667,1.63206666666667,0.6636027777777782,0.4076683792392661,3.612242933754582,True,221.90944214452233,High consumption anomaly detected at 2007-01-02 17:00. consumption was 222% above the recent 24-hour baseline. sub-metering activity was 8.48.,Moderate
2007-01-02 20:00:00,2.57353333333333,0.370266666666667,238.4945,10.8566666666667,0.0,0.583333333333333,17.4166666666667,20,1,0,2007-01-02,1.5183,0.4123,0.7386152777777782,0.5404753651966648,3.395007753753722,True,248.42676705471698,High consumption anomaly detected at 2007-01-02 20:00. consumption was 248% above the recent 24-hour baseline. consumption increased 70% compared with the previous hour. consumption was 524% higher than the same hour on the previous day. sub-metering activity was 18.00.,Moderate
2007-01-04 00:00:00,3.37506666666667,0.0809,239.734,14.09,8.48333333333333,9.53333333333333,0.0,0,3,0,2007-01-04,1.6686,1.12543333333333,0.7042041666666664,0.4416504666772026,6.047457665095387,True,379.2738848227024,High consumption anomaly detected at 2007-01-04 00:00. consumption was 379% above the recent 24-hour baseline. consumption increased 102% compared with the previous hour. consumption was 200% higher than the same hour on the previous day. sub-metering activity was 18.02.,High
2007-01-04 01:00:00,2.89673333333333,0.1213,238.346333333333,12.1033333333333,9.03333333333333,0.333333333333333,0.0,1,3,0,2007-01-04,3.37506666666667,0.9007,0.797938888888889,0.6988024484765254,3.0034159854763947,True,263.0269653064488,High consumption anomaly detected at 2007-01-04 01:00. consumption was 263% above the recent 24-hour baseline. consumption was 222% higher than the same hour on the previous day. sub-metering activity was 9.37.,Moderate
2007-01-07 13:00:00,3.33193333333333,0.2084,236.6805,14.2366666666667,8.21666666666667,23.8833333333333,15.8166666666667,13,6,1,2007-01-07,0.551566666666667,1.89043333333333,0.7809638888888882,0.49791654384006556,5.123287177346395,True,326.64371307536624,High consumption anomaly detected at 2007-01-07 13:00. consumption was 327% above the recent 24-hour baseline. consumption increased 504% compared with the previous hour. consumption was 76% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 47.92.,Moderate
2007-01-07 15:00:00,3.77076666666667,0.246233333333333,241.253,15.84,0.0,32.95,17.8166666666667,15,6,1,2007-01-07,2.5331,1.1487,0.8757569444444436,0.751496927361477,3.8523240971678647,True,330.572282707817,High consumption anomaly detected at 2007-01-07 15:00. consumption was 331% above the recent 24-hour baseline. consumption was 228% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 50.77.,Moderate
2007-01-07 18:00:00,5.21153333333333,0.380966666666667,231.595666666667,22.62,0.0,31.8833333333333,16.45,18,6,1,2007-01-07,2.40473333333333,0.855533333333333,1.1060624999999995,1.0285924406759488,3.991348439849882,True,371.17891921417936,High consumption anomaly detected at 2007-01-07 18:00. consumption was 371% above the recent 24-hour baseline. consumption increased 117% compared with the previous hour. consumption was 509% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 48.33.,Moderate
2007-01-20 13:00:00,4.25103333333333,0.341,237.207166666667,18.0866666666667,10.9,29.0333333333333,17.25,13,5,1,2007-01-20,1.84313333333333,0.3826,1.4221833333333327,0.651560895007811,4.341650982547202,True,198.90895454172565,High consumption anomaly detected at 2007-01-20 13:00. consumption was 199% above the recent 24-hour baseline. consumption increased 131% compared with the previous hour. consumption was 1011% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 57.18.,Moderate
2007-01-20 18:00:00,4.31236666666667,0.1445,230.625833333333,18.73,0.0,9.33333333333333,16.3333333333333,18,5,1,2007-01-20,2.7952,0.734866666666667,1.8416374999999992,0.7832747389317154,3.1543582907274956,True,134.15936451482293,High consumption anomaly detected at 2007-01-20 18:00. consumption was 134% above the recent 24-hour baseline. consumption increased 54% compared with the previous hour. consumption was 487% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 25.67.,Moderate
2007-01-20 19:00:00,5.34303333333333,0.274966666666667,231.12,23.1833333333333,0.0,21.7166666666667,16.3833333333333,19,5,1,2007-01-20,4.31236666666667,0.960766666666667,1.9906999999999992,0.895817191334176,3.742206965620483,True,168.39972538972881,High consumption anomaly detected at 2007-01-20 19:00. consumption was 168% above the recent 24-hour baseline. consumption was 456% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 38.10.,Moderate
2007-01-21 19:00:00,5.33043333333333,0.256866666666667,229.005666666667,23.39,7.93333333333333,28.1333333333333,16.1,19,6,1,2007-01-21,3.64893333333333,5.34303333333333,2.0955097222222214,1.0482853631788376,3.0859188964553255,True,154.37406836178144,High consumption anomaly detected at 2007-01-21 19:00. consumption was 154% above the recent 24-hour baseline. the event occurred during a weekend period. sub-metering activity was 52.17.,Moderate
2007-01-21 20:00:00,6.07656666666667,0.257466666666667,231.344,26.3233333333333,29.7166666666667,15.6833333333333,16.4333333333333,20,6,1,2007-01-21,5.33043333333333,3.71293333333333,2.0949847222222213,1.046590015885227,3.804337786536924,True,190.0530300870667,High consumption anomaly detected at 2007-01-21 20:00. consumption was 190% above the recent 24-hour baseline. consumption was 64% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 61.83.,Moderate
2007-01-28 12:00:00,4.19583333333333,0.3106,234.553833333333,18.0233333333333,18.9833333333333,18.5,16.8833333333333,12,6,1,2007-01-28,2.15656666666667,1.40276666666667,1.8366805555555556,0.6542848189001118,3.6056969528096925,True,128.44654834733535,High consumption anomaly detected at 2007-01-28 12:00. consumption was 128% above the recent 24-hour baseline. consumption increased 95% compared with the previous hour. consumption was 199% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 54.37.,Moderate
2007-02-02 23:00:00,3.4555,0.078533333333333,239.734,14.3633333333333,0.0,0.133333333333333,17.6166666666667,23,4,0,2007-02-02,2.3489,1.37843333333333,1.0716055555555555,0.7130267809855217,3.3433448897242055,True,222.46006770733428,High consumption anomaly detected at 2007-02-02 23:00. consumption was 222% above the recent 24-hour baseline. consumption was 151% higher than the same hour on the previous day. sub-metering activity was 17.75.,Moderate
2007-02-03 18:00:00,5.02113333333333,0.308966666666667,232.620666666667,21.6666666666667,12.7,11.0333333333333,16.6,18,5,1,2007-02-03,2.4434,2.2891,2.289475,0.83633639900143,3.2662195936884713,True,119.31374368941918,High consumption anomaly detected at 2007-02-03 18:00. consumption was 119% above the recent 24-hour baseline. consumption increased 105% compared with the previous hour. consumption was 119% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 40.33.,Moderate
2007-02-03 19:00:00,5.81466666666667,0.575266666666667,231.5205,25.3333333333333,17.2333333333333,22.8,16.45,19,5,1,2007-02-03,5.02113333333333,2.1169,2.403309722222222,1.0051714977321289,3.3938058850068495,True,141.94412450885164,High consumption anomaly detected at 2007-02-03 19:00. consumption was 142% above the recent 24-hour baseline. consumption was 175% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 56.48.,Moderate
2007-02-06 21:00:00,2.77906666666667,0.140933333333333,238.686666666667,11.65,0.0,0.666666666666667,17.4833333333333,21,1,0,2007-02-06,1.8967,2.33503333333333,0.8775486111111109,0.5586343721407716,3.403868702651886,True,216.68521053756166,High consumption anomaly detected at 2007-02-06 21:00. consumption was 217% above the recent 24-hour baseline. sub-metering activity was 18.15.,Moderate
2007-02-09 22:00:00,3.83576666666667,0.117133333333333,239.556333333333,16.1133333333333,0.0,29.75,16.7333333333333,22,4,0,2007-02-09,2.25103333333333,2.0262,1.0570652777777776,0.7172756459805556,3.8739658936701433,True,262.86942228680863,High consumption anomaly detected at 2007-02-09 22:00. consumption was 263% above the recent 24-hour baseline. consumption increased 70% compared with the previous hour. consumption was 89% higher than the same hour on the previous day. sub-metering activity was 46.48.,Moderate
2007-02-10 19:00:00,4.71146666666667,0.2711,233.6155,20.19,19.8666666666667,0.0,16.75,19,5,1,2007-02-10,3.51596666666667,1.57256666666667,1.6094236111111115,1.0184761266369387,3.0457690410463196,True,192.7424845851475,High consumption anomaly detected at 2007-02-10 19:00. consumption was 193% above the recent 24-hour baseline. consumption was 200% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 36.62.,Moderate
2007-02-13 21:00:00,3.5453,0.134933333333333,237.174333333333,15.0333333333333,0.0,30.5333333333333,9.21666666666667,21,1,0,2007-02-13,1.43993333333333,2.35413333333333,0.9231763888888885,0.6933949117358527,3.78157319405021,True,284.03278535611514,High consumption anomaly detected at 2007-02-13 21:00. consumption was 284% above the recent 24-hour baseline. consumption increased 146% compared with the previous hour. consumption was 51% higher than the same hour on the previous day. sub-metering activity was 39.75.,Moderate
2007-02-15 19:00:00,4.1108,0.331133333333333,235.850833333333,17.5,0.0,18.2666666666667,17.0666666666667,19,3,0,2007-02-15,1.77753333333333,2.32973333333333,1.1576555555555557,0.8259666154408796,3.575379911533268,True,255.09698720594307,High consumption anomaly detected at 2007-02-15 19:00. consumption was 255% above the recent 24-hour baseline. consumption increased 131% compared with the previous hour. consumption was 76% higher than the same hour on the previous day. sub-metering activity was 35.33.,Moderate
2007-02-17 22:00:00,3.84826666666667,0.065666666666667,235.764833333333,16.24,0.0,0.0,0.0,22,5,1,2007-02-17,2.75056666666667,2.03663333333333,1.278169444444444,0.8481536449837304,3.030225994338003,True,201.07640918761894,High consumption anomaly detected at 2007-02-17 22:00. consumption was 201% above the recent 24-hour baseline. consumption was 89% higher than the same hour on the previous day. the event occurred during a weekend period.,Moderate
2007-02-22 21:00:00,6.36386666666667,0.086766666666667,230.443166666667,27.7033333333333,11.4833333333333,32.7333333333333,16.3166666666667,21,3,0,2007-02-22,3.46083333333333,2.11313333333333,2.120634722222222,1.127948431063261,3.7619024306320132,True,200.09254304758093,High consumption anomaly detected at 2007-02-22 21:00. consumption was 200% above the recent 24-hour baseline. consumption increased 84% compared with the previous hour. consumption was 201% higher than the same hour on the previous day. sub-metering activity was 60.53.,Moderate
2007-02-25 14:00:00,1.2028,0.1111,241.541,4.96,0.0,0.4,14.9666666666667,14,6,1,2007-02-25,0.2706,0.264366666666667,0.33503055555555555,0.14125483324353166,6.14329028266494,True,259.01203041181986,High consumption anomaly detected at 2007-02-25 14:00. consumption was 259% above the recent 24-hour baseline. consumption increased 344% compared with the previous hour. consumption was 355% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 15.37.,High
2007-02-27 09:00:00,1.11213333333333,0.047,240.789166666667,4.53666666666667,0.0,0.083333333333333,14.2166666666667,9,1,0,2007-02-27,0.284333333333333,0.276633333333333,0.35687222222222226,0.18997090386589202,3.9756673034744128,True,211.63348226100126,High consumption anomaly detected at 2007-02-27 09:00. consumption was 212% above the recent 24-hour baseline. consumption increased 291% compared with the previous hour. consumption was 302% higher than the same hour on the previous day. sub-metering activity was 14.30.,Moderate
2007-02-27 20:00:00,1.2159,0.064933333333333,242.014833333333,4.96333333333333,0.0,0.0,15.6666666666667,20,1,0,2007-02-27,0.3107,0.281033333333333,0.35932916666666653,0.21401615278615174,4.00236534570936,True,238.38054708426597,High consumption anomaly detected at 2007-02-27 20:00. consumption was 238% above the recent 24-hour baseline. consumption increased 291% compared with the previous hour. consumption was 333% higher than the same hour on the previous day. sub-metering activity was 15.67.,Moderate
2007-02-28 07:00:00,1.2055,0.093566666666667,241.494166666667,4.95666666666667,0.0,0.566666666666667,15.1666666666667,7,2,0,2007-02-28,0.3468,0.2797,0.3643083333333332,0.24826930684200677,3.3882225610835697,True,230.90102248553208,High consumption anomaly detected at 2007-02-28 07:00. consumption was 231% above the recent 24-hour baseline. consumption increased 248% compared with the previous hour. consumption was 331% higher than the same hour on the previous day. sub-metering activity was 15.73.,Moderate
2007-02-28 18:00:00,1.25003333333333,0.044166666666667,239.780666666667,5.14,0.0,0.033333333333333,16.45,18,2,0,2007-02-28,0.3037,0.2679,0.3617916666666667,0.26255918187241367,3.3830150609560086,True,245.51191984337115,High consumption anomaly detected at 2007-02-28 18:00. consumption was 246% above the recent 24-hour baseline. consumption increased 312% compared with the previous hour. consumption was 367% higher than the same hour on the previous day. sub-metering activity was 16.48.,Moderate
2007-03-01 05:00:00,1.169,0.059733333333333,240.687833333333,4.80666666666667,0.0,0.0,14.8833333333333,5,3,0,2007-03-01,0.2723,0.2979,0.36156527777777764,0.2679120981158398,3.0138046318203364,True,223.31644431810776,High consumption anomaly detected at 2007-03-01 05:00. consumption was 223% above the recent 24-hour baseline. consumption increased 329% compared with the previous hour. consumption was 292% higher than the same hour on the previous day. sub-metering activity was 14.88.,Moderate
2007-03-01 16:00:00,1.24373333333333,0.089733333333333,239.9635,5.13,0.0,0.566666666666667,15.8333333333333,16,3,0,2007-03-01,0.275733333333333,0.268633333333333,0.35964305555555537,0.2631082568619022,3.3601768653038038,True,245.8243706143816,High consumption anomaly detected at 2007-03-01 16:00. consumption was 246% above the recent 24-hour baseline. consumption increased 351% compared with the previous hour. consumption was 363% higher than the same hour on the previous day. sub-metering activity was 16.40.,Moderate
2007-03-03 19:00:00,1.53856666666667,0.166666666666667,235.742333333333,6.51666666666667,0.0,0.283333333333333,0.0,19,5,1,2007-03-03,0.370866666666667,0.256633333333333,0.3708777777777778,0.19198090602186585,6.0823178361076025,True,314.84466281194847,High consumption anomaly detected at 2007-03-03 19:00. consumption was 315% above the recent 24-hour baseline. consumption increased 315% compared with the previous hour. consumption was 500% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 0.28.,High
2007-03-03 20:00:00,1.81356666666667,0.106133333333333,237.487,7.60333333333333,0.0,0.0,14.6666666666667,20,5,1,2007-03-03,1.53856666666667,0.291433333333333,0.4242916666666668,0.3042936134928964,4.5655739667123685,True,327.4339585583823,High consumption anomaly detected at 2007-03-03 20:00. consumption was 327% above the recent 24-hour baseline. consumption was 522% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 14.67.,Moderate
2007-03-04 16:00:00,3.3447,0.214066666666667,239.9355,14.0333333333333,0.0,27.0333333333333,17.6333333333333,16,6,1,2007-03-04,1.90346666666667,0.315833333333333,0.6364430555555559,0.548970369876937,4.933339016186895,True,425.5301272916531,High consumption anomaly detected at 2007-03-04 16:00. consumption was 426% above the recent 24-hour baseline. consumption increased 76% compared with the previous hour. consumption was 959% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 44.67.,Moderate
2007-03-04 17:00:00,4.08716666666667,0.350166666666667,237.925333333333,17.3133333333333,14.75,15.9,17.35,17,6,1,2007-03-04,3.3447,0.278033333333333,0.7626458333333336,0.7740657324453378,4.294881809107993,True,435.9193596853064,High consumption anomaly detected at 2007-03-04 17:00. consumption was 436% above the recent 24-hour baseline. consumption was 1370% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 48.00.,Moderate
2007-03-04 18:00:00,4.10613333333333,0.1875,235.6795,17.52,0.066666666666667,22.7,17.0166666666667,18,6,1,2007-03-04,4.08716666666667,0.370866666666667,0.9213597222222227,1.0213826002221873,3.1181005143599516,True,345.6601731438583,High consumption anomaly detected at 2007-03-04 18:00. consumption was 346% above the recent 24-hour baseline. consumption was 1007% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 39.78.,Moderate
2007-03-04 19:00:00,5.43213333333333,0.239566666666667,234.2915,23.3133333333333,9.75,28.0333333333333,16.85,19,6,1,2007-03-04,4.10613333333333,1.53856666666667,1.0769958333333336,1.2023982111975478,3.6220425641372396,True,404.3783053942482,High consumption anomaly detected at 2007-03-04 19:00. consumption was 404% above the recent 24-hour baseline. consumption was 253% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 54.63.,Moderate
2007-03-07 19:00:00,4.85256666666667,0.214366666666667,234.191666666667,20.74,0.0,32.0,16.8333333333333,19,2,0,2007-03-07,2.5424,1.91386666666667,1.286301388888889,0.7761318631103756,4.594921877689504,True,277.2495861843336,High consumption anomaly detected at 2007-03-07 19:00. consumption was 277% above the recent 24-hour baseline. consumption increased 91% compared with the previous hour. consumption was 154% higher than the same hour on the previous day. sub-metering activity was 48.83.,Moderate
2007-03-10 10:00:00,3.11226666666667,0.219666666666667,236.498166666667,13.25,24.1,2.53333333333333,17.15,10,5,1,2007-03-10,2.14686666666667,1.8763,0.8042444444444445,0.574886813868665,4.014741974495003,True,286.98018844464127,High consumption anomaly detected at 2007-03-10 10:00. consumption was 287% above the recent 24-hour baseline. consumption was 66% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 43.78.,Moderate
2007-03-11 19:00:00,4.6315,0.318533333333333,236.060166666667,19.7266666666667,23.5333333333333,0.55,17.0833333333333,19,6,1,2007-03-11,2.83936666666667,3.1012,2.4381750000000006,0.6845732221240194,3.2039304622444753,True,89.95765275257102,High consumption anomaly detected at 2007-03-11 19:00. consumption was 90% above the recent baseline. consumption increased 63% compared with the previous hour. the event occurred during a weekend period. sub-metering activity was 41.17.,Moderate
2007-03-14 19:00:00,3.70646666666667,0.216866666666667,232.855333333333,15.93,14.5,0.0,0.0,19,2,0,2007-03-14,0.6135,3.45516666666667,1.121129166666667,0.796183783757314,3.2471617140949505,True,230.60121677921464,High consumption anomaly detected at 2007-03-14 19:00. consumption was 231% above the recent 24-hour baseline. consumption increased 504% compared with the previous hour. sub-metering activity was 14.50.,Moderate
2007-03-17 20:00:00,4.12983333333333,0.071,235.052333333333,17.53,0.0,0.0,10.8666666666667,20,5,1,2007-03-17,2.48376666666667,1.7387,1.2978250000000011,0.7225992860754236,3.919196140802344,True,218.21188013278575,High consumption anomaly detected at 2007-03-17 20:00. consumption was 218% above the recent 24-hour baseline. consumption increased 66% compared with the previous hour. consumption was 138% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 10.87.,Moderate
2007-03-19 20:00:00,4.10206666666667,0.207466666666667,236.823333333333,17.3433333333333,5.51666666666667,13.0333333333333,17.2,20,0,0,2007-03-19,3.40656666666667,3.21763333333333,1.3779388888888888,0.8763856723123987,3.1083664005939284,True,197.69583395490068,High consumption anomaly detected at 2007-03-19 20:00. consumption was 198% above the recent 24-hour baseline. sub-metering activity was 35.75.,Moderate
2007-03-20 21:00:00,5.2927,0.2014,234.850666666667,22.55,9.1,19.2333333333333,16.9166666666667,21,1,0,2007-03-20,2.29276666666667,3.95396666666667,1.3259763888888887,1.0543830246886585,3.7621277261006902,True,299.1549204307518,High consumption anomaly detected at 2007-03-20 21:00. consumption was 299% above the recent 24-hour baseline. consumption increased 131% compared with the previous hour. sub-metering activity was 45.25.,Moderate
2007-03-24 19:00:00,5.01586666666667,0.212,231.42,21.6966666666667,0.783333333333333,23.75,16.4333333333333,19,5,1,2007-03-24,3.0232,1.60933333333333,1.5361541666666667,0.9539644982614547,3.6476331208777464,True,226.5210468784331,High consumption anomaly detected at 2007-03-24 19:00. consumption was 227% above the recent 24-hour baseline. consumption increased 66% compared with the previous hour. consumption was 212% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 40.97.,Moderate
2007-03-27 20:00:00,2.87466666666667,0.1065,234.118833333333,12.4333333333333,0.0,12.6166666666667,7.98333333333333,20,1,0,2007-03-27,1.5816,2.16573333333333,0.699822222222222,0.5637659379725194,3.8577081337440786,True,310.7709894576406,High consumption anomaly detected at 2007-03-27 20:00. consumption was 311% above the recent 24-hour baseline. consumption increased 82% compared with the previous hour. sub-metering activity was 20.60.,Moderate
2007-03-27 21:00:00,2.90333333333333,0.162066666666667,236.257333333333,12.42,0.0,21.75,4.73333333333333,21,1,0,2007-03-27,2.87466666666667,1.7705,0.729361111111111,0.6550887302563345,3.3185920041267534,True,298.0652778306734,High consumption anomaly detected at 2007-03-27 21:00. consumption was 298% above the recent 24-hour baseline. consumption was 64% higher than the same hour on the previous day. sub-metering activity was 26.48.,Moderate
2007-03-31 10:00:00,5.16106666666667,0.519833333333333,234.162333333333,22.2433333333333,25.0833333333333,26.3,16.8166666666667,10,5,1,2007-03-31,2.032,1.48016666666667,1.4124736111111107,0.8861391212013978,4.23025342846092,True,265.392077138118,High consumption anomaly detected at 2007-03-31 10:00. consumption was 265% above the recent 24-hour baseline. consumption increased 154% compared with the previous hour. consumption was 249% higher than the same hour on the previous day. the event occurred during a weekend period. sub-metering activity was 68.20.,Moderate
2007-04-03 19:00:00,4.56563333333333,0.234533333333333,234.3915,19.68,23.65,8.95,10.65,19,1,0,2007-04-03,1.47963333333333,2.41886666666667,1.1618125,1.0688585526107408,3.1845381458747055,True,292.9750569333116,High consumption anomaly detected at 2007-04-03 19:00. consumption was 293% above the recent 24-hour baseline. consumption increased 209% compared with the previous hour. consumption was 89% higher than the same hour on the previous day. sub-metering activity was 43.25.,Moderate
2007-04-05 21:00:00,4.75263333333333,0.1814,236.01,20.21,6.36666666666667,29.8833333333333,17.0833333333333,21,3,0,2007-04-05,4.05553333333333,3.79586666666667,1.2267083333333333,1.1677552315434507,3.0194041565882737,True,287.42977480384474,High consumption anomaly detected at 2007-04-05 21:00. consumption was 287% above the recent 24-hour baseline. sub-metering activity was 53.33.,Moderate
2007-04-07 21:00:00,3.29703333333333,0.136166666666667,235.452,14.01,0.0,0.933333333333333,12.8333333333333,21,5,1,2007-04-07,0.344133333333333,2.33476666666667,0.9128263888888891,0.7699511200357856,3.096569226801863,True,261.1895288595399,High consumption anomaly detected at 2007-04-07 21:00. consumption was 261% above the recent 24-hour baseline. consumption increased 858% compared with the previous hour. the event occurred during a weekend period. sub-metering activity was 13.77.,Moderate
2007-04-09 15:00:00,1.18196666666667,0.1682,240.017333333333,5.02666666666667,13.7,0.683333333333333,0.0,15,0,0,2007-04-09,0.306033333333333,0.719933333333333,0.3702527777777777,0.19810355095292465,4.097422206640707,True,219.23235627311763,High consumption anomaly detected at 2007-04-09 15:00. consumption was 219% above the recent 24-hour baseline. consumption increased 286% compared with the previous hour. consumption was 64% higher than the same hour on the previous day. sub-metering activity was 14.38.,Moderate
2007-04-09 17:00:00,1.43626666666667,0.1848,239.741333333333,6.00333333333333,0.0,0.516666666666667,17.6333333333333,17,0,0,2007-04-09,1.10093333333333,0.296266666666667,0.4244277777777777,0.2867464271693039,3.528688740353412,True,238.4007225414619,High consumption anomaly detected at 2007-04-09 17:00. consumption was 238% above the recent 24-hour baseline. consumption was 385% higher than the same hour on the previous day. sub-metering activity was 18.15.,Moderate
2007-04-09 19:00:00,2.41473333333333,0.0913,238.076,10.18,0.0,0.0,0.0,19,0,0,2007-04-09,0.989866666666667,0.259533333333333,0.49953333333333344,0.3655518172723374,5.239202513861847,True,383.39783798211585,High consumption anomaly detected at 2007-04-09 19:00. consumption was 383% above the recent 24-hour baseline. consumption increased 144% compared with the previous hour. consumption was 830% higher than the same hour on the previous day.,Moderate
2007-04-10 23:00:00,1.8182,0.183766666666667,241.751,7.55666666666667,0.0,1.43333333333333,17.9,23,1,0,2007-04-10,1.18266666666667,0.307266666666667,0.4768805555555556,0.2997033236621972,4.475490722139197,True,281.2694769829389,High consumption anomaly detected at 2007-04-10 23:00. consumption was 281% above the recent 24-hour baseline. consumption increased 54% compared with the previous hour. consumption was 492% higher than the same hour on the previous day. sub-metering activity was 19.33.,Moderate
